player_id,Player,Games Played,Minutes,PER,NBA Rating,OREB%,DREB%,REB%,AST/TO,Points,Assists,Rebounds
4431675,Trendon Watford,44.0,20.75,13.046,17.873863,0.0,0.0,0.0,1.3855422,10.227273,2.6136363,3.6363637
4431678,Tyrese Maxey,52.0,37.692307,19.579,40.81154,0.0,0.0,0.0,2.5564516,26.326923,6.0961537,3.3461537
4431679,Precious Achiuwa,57.0,20.526316,13.661,15.328947,0.0,0.0,0.0,1.2222222,6.6491227,0.9649123,5.5614033
4431680,Onyeka Okongwu,74.0,27.891891,19.063,29.175676,0.0,0.0,0.0,1.8666667,13.351352,2.2702703,8.918919
4431684,Trayce Jackson-Davis,62.0,15.596774,18.545,15.487904,0.0,0.0,0.0,2.3111112,6.564516,1.6774193,5.016129
4431689,Keion Brooks Jr.,14.0,23.714285,12.802,17.72143,0.0,0.0,0.0,1.0833334,10.142858,0.9285714,4.142857
4431690,Zeke Nnaji,57.0,10.666667,12.029,6.8324566,0.0,0.0,0.0,1.6428572,3.2280703,0.40350878,1.5789474
4431695,Drew Timme,9.0,28.222221,11.064,22.055555,0.0,0.0,0.0,1.3333334,12.111111,2.2222223,7.2222223
4431699,Kai Jones,40.0,11.7,20.251,11.52625,9.647,0.0,14.8,1.3888888,4.95,0.625,3.125
4431714,Jalen Wilson,79.0,25.70886,9.546,15.5854435,0.0,0.0,0.0,1.835443,9.481012,1.835443,3.4177215
4431736,Toumani Camara,78.0,32.666668,12.559,22.648077,0.0,0.0,0.0,1.6055046,11.307693,2.2435896,5.769231
4431766,Damion Baugh,15.0,24.666666,6.369,14.183333,0.0,0.0,0.0,1.8064516,7.266667,3.7333333,3.3333333
4431767,Christian Braun,79.0,33.86076,16.031,28.534811,0.0,0.0,0.0,2.5308642,15.417722,2.5949366,5.189873
4431785,Scotty Pippen Jr.,79.0,21.303797,15.879,20.820253,0.0,0.0,0.0,2.5144928,9.86076,4.392405,3.278481
4431786,Keshad Johnson,16.0,6.125,19.109,5.90625,0.0,0.0,0.0,1.0,2.6875,0.25,1.75
4431823,Miles McBride,64.0,24.890625,12.611,17.48125,0.0,0.0,0.0,4.5609756,9.546875,2.921875,2.515625
4431828,KJ Martin,43.0,21.186047,10.212,12.673256,3.574,0.0,7.578,2.0,6.372093,1.1162791,2.9069767
4431893,Jamison Battle,59.0,17.661016,10.722,12.013559,0.0,0.0,0.0,1.962963,7.101695,0.89830506,2.677966
4432158,Evan Mobley,71.0,30.521128,22.323,36.955635,0.0,0.0,0.0,1.5586207,18.535212,3.1830986,9.281691
4432162,Brandon Boston,42.0,23.642857,12.764,18.115475,0.0,0.0,0.0,1.7692307,10.666667,2.1904762,3.1904762
